user_id,age_min,age_max,max_distance_km,genders,orientations
399,18,26,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
400,18,23,75,['female'],"['straight', 'gay', 'bi', 'queer']"
401,21,29,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
402,18,29,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
403,29,36,10,['female'],"['straight', 'gay', 'bi', 'queer']"
404,21,33,25,['male'],"['straight', 'gay', 'bi', 'queer']"
405,27,35,25,['male'],"['straight', 'gay', 'bi', 'queer']"
406,31,38,100,['male'],"['straight', 'gay', 'bi', 'queer']"
407,30,43,50,['male'],"['straight', 'gay', 'bi', 'queer']"
408,28,37,10,['female'],"['straight', 'gay', 'bi', 'queer']"
409,19,33,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
410,18,26,75,['female'],"['straight', 'gay', 'bi', 'queer']"
411,38,45,25,['male'],"['straight', 'gay', 'bi', 'queer']"
412,34,46,75,['male'],"['straight', 'gay', 'bi', 'queer']"
413,20,26,50,['male'],"['straight', 'gay', 'bi', 'queer']"
414,32,43,100,['female'],"['straight', 'gay', 'bi', 'queer']"
415,27,34,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
416,25,30,50,['male'],"['straight', 'gay', 'bi', 'queer']"
417,31,38,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
418,30,39,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
419,18,27,75,['male'],"['straight', 'gay', 'bi', 'queer']"
420,29,40,75,['female'],"['straight', 'gay', 'bi', 'queer']"
421,25,36,100,['male'],"['straight', 'gay', 'bi', 'queer']"
422,28,41,75,['female'],"['straight', 'gay', 'bi', 'queer']"
423,24,34,75,['male'],"['straight', 'gay', 'bi', 'queer']"
424,33,41,75,['male'],"['straight', 'gay', 'bi', 'queer']"
425,24,35,10,['female'],"['straight', 'gay', 'bi', 'queer']"
426,22,31,25,['female'],"['straight', 'gay', 'bi', 'queer']"
427,22,32,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
428,20,26,25,['male'],"['straight', 'gay', 'bi', 'queer']"
429,19,28,50,['male'],"['straight', 'gay', 'bi', 'queer']"
430,18,24,75,['female'],"['straight', 'gay', 'bi', 'queer']"
431,39,48,100,['male'],"['straight', 'gay', 'bi', 'queer']"
432,32,41,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
433,18,22,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
434,19,30,50,['female'],"['straight', 'gay', 'bi', 'queer']"
435,21,34,75,['male'],"['straight', 'gay', 'bi', 'queer']"
436,28,35,25,['male'],"['straight', 'gay', 'bi', 'queer']"
437,18,25,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
438,31,45,25,['male'],"['straight', 'gay', 'bi', 'queer']"
439,22,32,50,['female'],"['straight', 'gay', 'bi', 'queer']"
440,27,33,25,['male'],"['straight', 'gay', 'bi', 'queer']"
441,24,34,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
442,18,30,75,['male'],"['straight', 'gay', 'bi', 'queer']"
443,21,34,75,['male'],"['straight', 'gay', 'bi', 'queer']"
444,21,31,100,['male'],"['straight', 'gay', 'bi', 'queer']"
445,23,29,75,['female'],"['straight', 'gay', 'bi', 'queer']"
446,26,32,25,['female'],"['straight', 'gay', 'bi', 'queer']"
447,27,33,75,['female'],"['straight', 'gay', 'bi', 'queer']"
448,34,40,50,['female'],"['straight', 'gay', 'bi', 'queer']"
449,25,31,25,['male'],"['straight', 'gay', 'bi', 'queer']"
450,29,37,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
451,27,35,25,['male'],"['straight', 'gay', 'bi', 'queer']"
452,18,31,10,['male'],"['straight', 'gay', 'bi', 'queer']"
453,29,39,25,['female'],"['straight', 'gay', 'bi', 'queer']"
454,27,38,10,['female'],"['straight', 'gay', 'bi', 'queer']"
455,36,44,50,['female'],"['straight', 'gay', 'bi', 'queer']"
456,27,38,75,['female'],"['straight', 'gay', 'bi', 'queer']"
457,18,31,100,['male'],"['straight', 'gay', 'bi', 'queer']"
458,18,24,50,['male'],"['straight', 'gay', 'bi', 'queer']"
459,20,27,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
460,28,35,10,['male'],"['straight', 'gay', 'bi', 'queer']"
461,20,28,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
462,30,40,100,['female'],"['straight', 'gay', 'bi', 'queer']"
463,18,30,75,['male'],"['straight', 'gay', 'bi', 'queer']"
464,29,39,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
465,25,31,25,['male'],"['straight', 'gay', 'bi', 'queer']"
466,26,34,75,['female'],"['straight', 'gay', 'bi', 'queer']"
467,28,35,50,['female'],"['straight', 'gay', 'bi', 'queer']"
468,35,40,25,['male'],"['straight', 'gay', 'bi', 'queer']"
469,24,29,75,['male'],"['straight', 'gay', 'bi', 'queer']"
470,34,43,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
471,31,39,100,['nonbinary'],"['straight', 'gay', 'bi', 'queer']"
472,21,28,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
473,18,24,25,['female'],"['straight', 'gay', 'bi', 'queer']"
474,22,34,25,['male'],"['straight', 'gay', 'bi', 'queer']"
475,25,32,50,['male'],"['straight', 'gay', 'bi', 'queer']"
476,20,29,25,['male'],"['straight', 'gay', 'bi', 'queer']"
477,18,26,50,['male'],"['straight', 'gay', 'bi', 'queer']"
478,18,26,75,['male'],"['straight', 'gay', 'bi', 'queer']"
479,38,42,10,['female'],"['straight', 'gay', 'bi', 'queer']"
480,25,37,25,['female'],"['straight', 'gay', 'bi', 'queer']"
481,25,31,75,['male'],"['straight', 'gay', 'bi', 'queer']"
482,31,36,50,['male'],"['straight', 'gay', 'bi', 'queer']"
483,28,32,25,['female'],"['straight', 'gay', 'bi', 'queer']"
484,33,44,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
485,28,35,75,['male'],"['straight', 'gay', 'bi', 'queer']"
486,22,34,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
487,36,42,25,['female'],"['straight', 'gay', 'bi', 'queer']"
488,27,34,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
489,18,22,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
490,18,30,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
491,35,43,50,['male'],"['straight', 'gay', 'bi', 'queer']"
492,24,35,75,['male'],"['straight', 'gay', 'bi', 'queer']"
493,31,38,100,['female'],"['straight', 'gay', 'bi', 'queer']"
494,29,37,25,['female'],"['straight', 'gay', 'bi', 'queer']"
495,24,34,50,['female'],"['straight', 'gay', 'bi', 'queer']"
496,18,23,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
497,35,49,100,['other'],"['straight', 'gay', 'bi', 'queer']"
498,24,33,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
499,18,32,50,['female'],"['straight', 'gay', 'bi', 'queer']"
500,29,35,100,['male'],"['straight', 'gay', 'bi', 'queer']"
501,31,40,25,['male'],"['straight', 'gay', 'bi', 'queer']"
502,18,26,10,['male'],"['straight', 'gay', 'bi', 'queer']"
503,30,40,10,['female'],"['straight', 'gay', 'bi', 'queer']"
504,29,37,50,['female'],"['straight', 'gay', 'bi', 'queer']"
505,22,30,75,['female'],"['straight', 'gay', 'bi', 'queer']"
506,29,34,25,['female'],"['straight', 'gay', 'bi', 'queer']"
507,28,35,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
508,29,38,50,['male'],"['straight', 'gay', 'bi', 'queer']"
509,22,33,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
510,29,33,75,['male'],"['straight', 'gay', 'bi', 'queer']"
511,30,39,50,['female'],"['straight', 'gay', 'bi', 'queer']"
512,27,33,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
513,24,30,50,['female'],"['straight', 'gay', 'bi', 'queer']"
514,28,38,100,['male'],"['straight', 'gay', 'bi', 'queer']"
515,25,33,10,['male'],"['straight', 'gay', 'bi', 'queer']"
516,29,35,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
517,23,30,75,['male'],"['straight', 'gay', 'bi', 'queer']"
518,24,33,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
519,22,35,25,['male'],"['straight', 'gay', 'bi', 'queer']"
520,18,26,10,['male'],"['straight', 'gay', 'bi', 'queer']"
521,24,35,100,['female'],"['straight', 'gay', 'bi', 'queer']"
522,29,39,10,['female'],"['straight', 'gay', 'bi', 'queer']"
523,19,29,50,['female'],"['straight', 'gay', 'bi', 'queer']"
524,18,27,100,['female'],"['straight', 'gay', 'bi', 'queer']"
525,19,27,75,['female'],"['straight', 'gay', 'bi', 'queer']"
526,32,38,75,['female'],"['straight', 'gay', 'bi', 'queer']"
527,26,36,10,['male'],"['straight', 'gay', 'bi', 'queer']"
528,18,25,50,['male'],"['straight', 'gay', 'bi', 'queer']"
529,18,22,50,['female'],"['straight', 'gay', 'bi', 'queer']"
530,26,37,50,['female'],"['straight', 'gay', 'bi', 'queer']"
531,32,40,75,['male'],"['straight', 'gay', 'bi', 'queer']"
532,25,32,25,"['male', 'female', 'nonbinary', 'other']","['straight', 'gay', 'bi', 'queer']"
533,32,43,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
534,29,37,10,['male'],"['straight', 'gay', 'bi', 'queer']"
535,28,36,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
536,26,38,75,['male'],"['straight', 'gay', 'bi', 'queer']"
537,20,32,10,['male'],"['straight', 'gay', 'bi', 'queer']"
538,19,27,10,['female'],"['straight', 'gay', 'bi', 'queer']"
539,33,39,50,['female'],"['straight', 'gay', 'bi', 'queer']"
540,29,35,25,['nonbinary'],"['straight', 'gay', 'bi', 'queer']"
541,24,33,25,['male'],"['straight', 'gay', 'bi', 'queer']"
542,18,26,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
543,27,36,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
544,18,26,75,['female'],"['straight', 'gay', 'bi', 'queer']"
545,20,32,10,['male'],"['straight', 'gay', 'bi', 'queer']"
546,18,24,50,['female'],"['straight', 'gay', 'bi', 'queer']"
547,33,42,50,['female'],"['straight', 'gay', 'bi', 'queer']"
548,26,33,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
549,24,30,25,['male'],"['straight', 'gay', 'bi', 'queer']"
550,18,28,25,['male'],"['straight', 'gay', 'bi', 'queer']"
551,20,31,100,['male'],"['straight', 'gay', 'bi', 'queer']"
552,20,28,75,['female'],"['straight', 'gay', 'bi', 'queer']"
553,45,56,75,['female'],"['straight', 'gay', 'bi', 'queer']"
554,20,32,25,['female'],"['straight', 'gay', 'bi', 'queer']"
555,28,36,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
556,26,38,100,['female'],"['straight', 'gay', 'bi', 'queer']"
557,35,42,25,['male'],"['straight', 'gay', 'bi', 'queer']"
558,18,29,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
559,22,34,10,['female'],"['straight', 'gay', 'bi', 'queer']"
560,18,23,100,['male'],"['straight', 'gay', 'bi', 'queer']"
561,27,32,25,['male'],"['straight', 'gay', 'bi', 'queer']"
562,19,28,10,['female'],"['straight', 'gay', 'bi', 'queer']"
563,19,26,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
564,26,31,50,['female'],"['straight', 'gay', 'bi', 'queer']"
565,18,29,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
566,21,29,50,['female'],"['straight', 'gay', 'bi', 'queer']"
567,30,42,50,['male'],"['straight', 'gay', 'bi', 'queer']"
568,21,26,10,['male'],"['straight', 'gay', 'bi', 'queer']"
569,31,37,50,['female'],"['straight', 'gay', 'bi', 'queer']"
570,25,34,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
571,32,40,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
572,18,24,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
573,18,24,50,['female'],"['straight', 'gay', 'bi', 'queer']"
574,23,32,50,['female'],"['straight', 'gay', 'bi', 'queer']"
575,27,36,25,['male'],"['straight', 'gay', 'bi', 'queer']"
576,23,32,25,['male'],"['straight', 'gay', 'bi', 'queer']"
577,25,32,75,['male'],"['straight', 'gay', 'bi', 'queer']"
578,35,43,10,['female'],"['straight', 'gay', 'bi', 'queer']"
579,29,39,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
580,18,28,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
581,28,39,100,['female'],"['straight', 'gay', 'bi', 'queer']"
582,25,33,10,['female'],"['straight', 'gay', 'bi', 'queer']"
583,21,26,50,['female'],"['straight', 'gay', 'bi', 'queer']"
584,31,38,25,['female'],"['straight', 'gay', 'bi', 'queer']"
585,19,31,50,['male'],"['straight', 'gay', 'bi', 'queer']"
586,18,28,50,['female'],"['straight', 'gay', 'bi', 'queer']"
587,21,31,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
588,32,44,10,['male'],"['straight', 'gay', 'bi', 'queer']"
589,32,43,10,['male'],"['straight', 'gay', 'bi', 'queer']"
590,18,26,75,['male'],"['straight', 'gay', 'bi', 'queer']"
591,24,33,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
592,18,24,100,['male'],"['straight', 'gay', 'bi', 'queer']"
593,19,28,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
594,22,35,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
595,26,37,25,['male'],"['straight', 'gay', 'bi', 'queer']"
596,29,35,75,['male'],"['straight', 'gay', 'bi', 'queer']"
597,22,27,10,['female'],"['straight', 'gay', 'bi', 'queer']"
598,25,37,25,['male'],"['straight', 'gay', 'bi', 'queer']"
599,36,42,25,['female'],"['straight', 'gay', 'bi', 'queer']"
600,20,31,10,['male'],"['straight', 'gay', 'bi', 'queer']"
601,24,30,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
602,29,39,25,['female'],"['straight', 'gay', 'bi', 'queer']"
603,32,41,10,['female'],"['straight', 'gay', 'bi', 'queer']"
604,18,20,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
605,32,40,100,['male'],"['straight', 'gay', 'bi', 'queer']"
606,24,33,10,['male'],"['straight', 'gay', 'bi', 'queer']"
607,22,33,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
608,20,32,50,['female'],"['straight', 'gay', 'bi', 'queer']"
609,31,44,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
610,20,28,50,['male'],"['straight', 'gay', 'bi', 'queer']"
611,18,30,100,['male'],"['straight', 'gay', 'bi', 'queer']"
612,18,29,100,['female'],"['straight', 'gay', 'bi', 'queer']"
613,30,40,10,['male'],"['straight', 'gay', 'bi', 'queer']"
614,18,24,50,['female'],"['straight', 'gay', 'bi', 'queer']"
615,26,40,100,['male'],"['straight', 'gay', 'bi', 'queer']"
616,21,34,10,['male'],"['straight', 'gay', 'bi', 'queer']"
617,27,36,25,['male'],"['straight', 'gay', 'bi', 'queer']"
618,20,32,100,['female'],"['straight', 'gay', 'bi', 'queer']"
619,18,29,100,['female'],"['straight', 'gay', 'bi', 'queer']"
620,26,36,100,['male'],"['straight', 'gay', 'bi', 'queer']"
621,30,38,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
622,32,44,100,['male'],"['straight', 'gay', 'bi', 'queer']"
623,20,26,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
624,30,37,10,['female'],"['straight', 'gay', 'bi', 'queer']"
625,24,35,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
626,22,35,10,['female'],"['straight', 'gay', 'bi', 'queer']"
627,30,38,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
628,24,35,25,['male'],"['straight', 'gay', 'bi', 'queer']"
629,20,25,75,['female'],"['straight', 'gay', 'bi', 'queer']"
630,37,44,100,['male'],"['straight', 'gay', 'bi', 'queer']"
631,18,24,100,['male'],"['straight', 'gay', 'bi', 'queer']"
632,29,36,100,['female'],"['straight', 'gay', 'bi', 'queer']"
633,30,37,25,['female'],"['straight', 'gay', 'bi', 'queer']"
634,22,34,25,['female'],"['straight', 'gay', 'bi', 'queer']"
635,18,25,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
636,24,32,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
637,31,36,75,['female'],"['straight', 'gay', 'bi', 'queer']"
638,25,36,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
639,26,30,75,['male'],"['straight', 'gay', 'bi', 'queer']"
640,29,36,100,['female'],"['straight', 'gay', 'bi', 'queer']"
641,18,26,10,['female'],"['straight', 'gay', 'bi', 'queer']"
642,20,25,50,['male'],"['straight', 'gay', 'bi', 'queer']"
643,18,24,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
644,27,36,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
645,22,35,75,['male'],"['straight', 'gay', 'bi', 'queer']"
646,35,46,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
647,18,26,10,['female'],"['straight', 'gay', 'bi', 'queer']"
648,25,39,10,['male'],"['straight', 'gay', 'bi', 'queer']"
649,27,31,75,['female'],"['straight', 'gay', 'bi', 'queer']"
650,23,33,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
651,21,31,10,['male'],"['straight', 'gay', 'bi', 'queer']"
652,23,30,25,['male'],"['straight', 'gay', 'bi', 'queer']"
653,26,35,100,['female'],"['straight', 'gay', 'bi', 'queer']"
654,31,43,50,['male'],"['straight', 'gay', 'bi', 'queer']"
655,18,30,100,['female'],"['straight', 'gay', 'bi', 'queer']"
656,18,27,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
657,35,48,50,['female'],"['straight', 'gay', 'bi', 'queer']"
658,34,45,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
659,21,27,75,['male'],"['straight', 'gay', 'bi', 'queer']"
660,30,38,50,['female'],"['straight', 'gay', 'bi', 'queer']"
661,26,38,75,['female'],"['straight', 'gay', 'bi', 'queer']"
662,18,23,50,['male'],"['straight', 'gay', 'bi', 'queer']"
663,26,33,75,['male'],"['straight', 'gay', 'bi', 'queer']"
664,31,45,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
665,39,49,50,['female'],"['straight', 'gay', 'bi', 'queer']"
666,21,32,10,['female'],"['straight', 'gay', 'bi', 'queer']"
667,25,36,100,['male'],"['straight', 'gay', 'bi', 'queer']"
668,21,32,10,['female'],"['straight', 'gay', 'bi', 'queer']"
669,28,36,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
670,22,31,50,['female'],"['straight', 'gay', 'bi', 'queer']"
671,25,33,100,['female'],"['straight', 'gay', 'bi', 'queer']"
672,29,38,75,['male'],"['straight', 'gay', 'bi', 'queer']"
673,23,31,100,['female'],"['straight', 'gay', 'bi', 'queer']"
674,32,40,50,['female'],"['straight', 'gay', 'bi', 'queer']"
675,21,35,50,['male'],"['straight', 'gay', 'bi', 'queer']"
676,21,30,75,['male'],"['straight', 'gay', 'bi', 'queer']"
677,30,37,25,['female'],"['straight', 'gay', 'bi', 'queer']"
678,27,33,75,['male'],"['straight', 'gay', 'bi', 'queer']"
679,18,24,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
680,30,39,25,['male'],"['straight', 'gay', 'bi', 'queer']"
681,26,35,75,['male'],"['straight', 'gay', 'bi', 'queer']"
682,29,41,50,['female'],"['straight', 'gay', 'bi', 'queer']"
683,21,28,25,['female'],"['straight', 'gay', 'bi', 'queer']"
684,20,30,10,['female'],"['straight', 'gay', 'bi', 'queer']"
685,26,36,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
686,18,21,25,['male'],"['straight', 'gay', 'bi', 'queer']"
687,18,20,75,['female'],"['straight', 'gay', 'bi', 'queer']"
688,18,28,75,['male'],"['straight', 'gay', 'bi', 'queer']"
689,23,35,50,['male'],"['straight', 'gay', 'bi', 'queer']"
690,22,28,10,['female'],"['straight', 'gay', 'bi', 'queer']"
691,28,39,25,['male'],"['straight', 'gay', 'bi', 'queer']"
692,25,37,50,['male'],"['straight', 'gay', 'bi', 'queer']"
693,27,35,50,['male'],"['straight', 'gay', 'bi', 'queer']"
694,33,45,100,['female'],"['straight', 'gay', 'bi', 'queer']"
695,18,27,25,['female'],"['straight', 'gay', 'bi', 'queer']"
696,26,36,50,['female'],"['straight', 'gay', 'bi', 'queer']"
697,28,41,10,['female'],"['straight', 'gay', 'bi', 'queer']"
698,27,35,100,"['male', 'female', 'nonbinary', 'other']","['straight', 'gay', 'bi', 'queer']"
699,24,34,50,['male'],"['straight', 'gay', 'bi', 'queer']"
700,19,26,10,['female'],"['straight', 'gay', 'bi', 'queer']"
701,22,29,25,['male'],"['straight', 'gay', 'bi', 'queer']"
702,26,34,50,['male'],"['straight', 'gay', 'bi', 'queer']"
703,18,21,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
704,22,32,100,['female'],"['straight', 'gay', 'bi', 'queer']"
705,25,32,10,['female'],"['straight', 'gay', 'bi', 'queer']"
706,18,24,100,['male'],"['straight', 'gay', 'bi', 'queer']"
707,27,39,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
708,22,26,75,['male'],"['straight', 'gay', 'bi', 'queer']"
709,21,30,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
710,34,46,50,['male'],"['straight', 'gay', 'bi', 'queer']"
711,20,26,75,['male'],"['straight', 'gay', 'bi', 'queer']"
712,27,38,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
713,18,25,10,['female'],"['straight', 'gay', 'bi', 'queer']"
714,18,29,10,['male'],"['straight', 'gay', 'bi', 'queer']"
715,27,36,25,['male'],"['straight', 'gay', 'bi', 'queer']"
716,18,27,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
717,18,21,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
718,26,36,75,['female'],"['straight', 'gay', 'bi', 'queer']"
719,25,35,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
720,28,40,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
721,26,32,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
722,31,45,100,['male'],"['straight', 'gay', 'bi', 'queer']"
723,29,37,50,['male'],"['straight', 'gay', 'bi', 'queer']"
724,18,26,75,"['male', 'female', 'nonbinary', 'other']","['straight', 'gay', 'bi', 'queer']"
725,23,34,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
726,23,35,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
727,21,28,75,['male'],"['straight', 'gay', 'bi', 'queer']"
728,20,27,10,['male'],"['straight', 'gay', 'bi', 'queer']"
729,28,35,100,['female'],"['straight', 'gay', 'bi', 'queer']"
730,18,26,50,['male'],"['straight', 'gay', 'bi', 'queer']"
731,28,38,50,['male'],"['straight', 'gay', 'bi', 'queer']"
732,21,32,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
733,32,44,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
734,19,28,10,['female'],"['straight', 'gay', 'bi', 'queer']"
735,35,44,50,['male'],"['straight', 'gay', 'bi', 'queer']"
736,33,42,50,['female'],"['straight', 'gay', 'bi', 'queer']"
737,20,34,10,['female'],"['straight', 'gay', 'bi', 'queer']"
738,29,36,100,['male'],"['straight', 'gay', 'bi', 'queer']"
739,26,34,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
740,27,38,75,['female'],"['straight', 'gay', 'bi', 'queer']"
741,23,31,50,['male'],"['straight', 'gay', 'bi', 'queer']"
742,25,33,25,['male'],"['straight', 'gay', 'bi', 'queer']"
743,26,35,25,['male'],"['straight', 'gay', 'bi', 'queer']"
744,29,38,100,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
745,18,25,50,['male'],"['straight', 'gay', 'bi', 'queer']"
746,22,27,10,['male'],"['straight', 'gay', 'bi', 'queer']"
747,25,37,50,['female'],"['straight', 'gay', 'bi', 'queer']"
748,32,42,25,['female'],"['straight', 'gay', 'bi', 'queer']"
749,23,30,10,['female'],"['straight', 'gay', 'bi', 'queer']"
750,30,40,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
751,21,28,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
752,22,32,100,['female'],"['straight', 'gay', 'bi', 'queer']"
753,21,29,75,['male'],"['straight', 'gay', 'bi', 'queer']"
754,31,45,25,['male'],"['straight', 'gay', 'bi', 'queer']"
755,18,22,10,['male'],"['straight', 'gay', 'bi', 'queer']"
756,34,40,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
757,23,33,75,['female'],"['straight', 'gay', 'bi', 'queer']"
758,32,40,10,['female'],"['straight', 'gay', 'bi', 'queer']"
759,28,36,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
760,18,23,100,"['male', 'female', 'nonbinary', 'other']","['straight', 'gay', 'bi', 'queer']"
761,25,32,50,['male'],"['straight', 'gay', 'bi', 'queer']"
762,23,30,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
763,24,32,10,['female'],"['straight', 'gay', 'bi', 'queer']"
764,29,37,25,['male'],"['straight', 'gay', 'bi', 'queer']"
765,23,29,75,['female'],"['straight', 'gay', 'bi', 'queer']"
766,26,37,10,['female'],"['straight', 'gay', 'bi', 'queer']"
767,21,30,100,['male'],"['straight', 'gay', 'bi', 'queer']"
768,23,33,10,['male'],"['straight', 'gay', 'bi', 'queer']"
769,18,21,10,['female'],"['straight', 'gay', 'bi', 'queer']"
770,18,24,50,['female'],"['straight', 'gay', 'bi', 'queer']"
771,20,28,50,['female'],"['straight', 'gay', 'bi', 'queer']"
772,25,36,25,['female'],"['straight', 'gay', 'bi', 'queer']"
773,24,32,75,['male'],"['straight', 'gay', 'bi', 'queer']"
774,21,32,100,['male'],"['straight', 'gay', 'bi', 'queer']"
775,40,50,10,['male'],"['straight', 'gay', 'bi', 'queer']"
776,21,27,50,['male'],"['straight', 'gay', 'bi', 'queer']"
777,20,31,10,['male'],"['straight', 'gay', 'bi', 'queer']"
778,20,29,25,['male'],"['straight', 'gay', 'bi', 'queer']"
779,33,43,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
780,28,41,75,['male'],"['straight', 'gay', 'bi', 'queer']"
781,27,38,10,['male'],"['straight', 'gay', 'bi', 'queer']"
782,32,39,50,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
783,31,44,50,['female'],"['straight', 'gay', 'bi', 'queer']"
784,29,41,50,['male'],"['straight', 'gay', 'bi', 'queer']"
785,25,34,75,['female'],"['straight', 'gay', 'bi', 'queer']"
786,25,38,25,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
787,19,30,10,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
788,28,39,50,['female'],"['straight', 'gay', 'bi', 'queer']"
789,24,34,75,"['male', 'female']","['straight', 'gay', 'bi', 'queer']"
790,18,27,100,['male'],"['straight', 'gay', 'bi', 'queer']"
791,24,37,25,['female'],"['straight', 'gay', 'bi', 'queer']"
792,29,38,10,"['male', 'female', 'nonbinary', 'other']","['straight', 'gay', 'bi', 'queer']"
793,31,41,10,['male'],"['straight', 'gay', 'bi', 'queer']"
794,36,47,10,['male'],"['straight', 'gay', 'bi', 'queer']"
795,18,23,100,['female'],"['straight', 'gay', 'bi', 'queer']"
